1,22 KYMCO IFLOW,BUDGET ELECTRIC 2W,2
2,22 KYMCO LIKE 200,PREMIUM SCOOTER,2
3,22 KYMCO NOT IN LIST,PREMIUM BIKE,2
4,22 KYMCO X TOWN,PREMIUM SCOOTER,2
5,AMPERE NOT IN LIST,PREMIUM BIKE,2
6,AMPERE REO,BUDGET ELECTRIC 2W,2
7,AMPERE V48,BUDGET ELECTRIC 2W,2
8,APRILIA CAPONORD 1200,PREMIUM BIKE,2
9,APRILIA DORSUDORO,PREMIUM BIKE,2
10,APRILIA DORSUDORO 900,PREMIUM BIKE,2
11,APRILIA MANA,PREMIUM BIKE,2
12,APRILIA NOT IN LIST,PREMIUM BIKE,2
13,APRILIA RS125,BUDGET SCOOTER,2
14,APRILIA RSV4,PREMIUM BIKE,2
15,APRILIA RX125,PREMIUM BIKE,2
16,APRILIA SHIVER 900,PREMIUM BIKE,2
17,APRILIA SR 125,BUDGET SCOOTER,2
18,APRILIA SR 150,BUDGET SCOOTER,2
19,APRILIA SR 150 RACE,BUDGET SCOOTER,2
20,APRILIA SRV 850,PREMIUM BIKE,2
21,APRILIA SRX 160,PREMIUM BIKE,2
22,APRILIA STORM 125,PREMIUM BIKE,2
23,APRILIA TUONO,PREMIUM BIKE,2
24,ATHER 450X,PREMIUM ELECTRIC 2W,2
25,ATHER NOT IN LIST,PREMIUM ELECTRIC 2W,2
26,ATHER S340,PREMIUM ELECTRIC 2W,2
27,ATHER S450,PREMIUM ELECTRIC 2W,2
28,AVAN NOT IN LIST,PREMIUM BIKE,2
29,AVAN XERO+,BUDGET SCOOTER,2
30,AVANTURAA CHOPPERS NOT IN LIST,PREMIUM BIKE,2
31,AVANTURAA CHOPPERS PRAVEGA,PREMIUM BIKE,2
32,AVON E BIKE,BUDGET ELECTRIC 2W,2
33,AVON E LITE,BUDGET ELECTRIC 2W,2
34,AVON E MATE,BUDGET ELECTRIC 2W,2
35,AVON E PLUS,BUDGET ELECTRIC 2W,2
36,AVON E STAR,BUDGET ELECTRIC 2W,2
37,AVON NOT IN LIST,BUDGET ELECTRIC 2W,2
38,BAJAJ AVENGER 220,PREMIUM BIKE,2
39,BAJAJ AVENGER STREET 160,PREMIUM BIKE,2
40,BAJAJ AVENGER STREET 180,PREMIUM BIKE,2
41,BAJAJ AVENGER STREET 220,PREMIUM BIKE,2
42,BAJAJ AVNGER CRUISE 220,PREMIUM BIKE,2
43,BAJAJ CHETAK,PREMIUM SCOOTER,2
44,BAJAJ CT100,BELOW 150CC BIKE,2
45,BAJAJ CT110,BELOW 150CC BIKE,2
46,BAJAJ CT110X,BELOW 150CC BIKE,2
47,BAJAJ DISCOVER100,BELOW 150CC BIKE,2
48,BAJAJ DISCOVER100 M,BELOW 150CC BIKE,2
49,BAJAJ DISCOVER100 T,BELOW 150CC BIKE,2
50,BAJAJ DISCOVER110,BELOW 150CC BIKE,2
51,BAJAJ DISCOVER125,BELOW 150CC BIKE,2
52,BAJAJ DISCOVER125 M,BELOW 150CC BIKE,2
53,BAJAJ DISCOVER125 T,BELOW 150CC BIKE,2
54,BAJAJ DISCOVER150,151CC TO 350 CC BIKE ,2
55,BAJAJ DISCOVER150 F,151CC TO 350 CC BIKE ,2
56,BAJAJ DISCOVER150 S,151CC TO 350 CC BIKE ,2
57,BAJAJ DOMINAR 250,151CC TO 350 CC BIKE ,2
58,BAJAJ DOMINAR 400,PREMIUM BIKE,2
59,BAJAJ NOT IN LIST,PREMIUM BIKE,2
60,BAJAJ NS160,PREMIUM BIKE,2
61,BAJAJ PLATINA 100,BELOW 150CC BIKE,2
62,BAJAJ PLATINA 100 ES,BELOW 150CC BIKE,2
63,BAJAJ PLATINA 110,BELOW 150CC BIKE,2
64,BAJAJ PULSAR 125,BELOW 150CC BIKE,2
65,BAJAJ PULSAR 125 NEON,BELOW 150CC BIKE,2
66,BAJAJ PULSAR 125 NS,BELOW 150CC BIKE,2
67,BAJAJ PULSAR 135 LS,BELOW 150CC BIKE,2
68,BAJAJ PULSAR 150,BELOW 150CC BIKE,2
69,BAJAJ PULSAR 150 DTS I,151CC TO 350 CC BIKE ,2
70,BAJAJ PULSAR 160 NS,151CC TO 350 CC BIKE ,2
71,BAJAJ PULSAR 180,151CC TO 350 CC BIKE ,2
72,BAJAJ PULSAR 180 NEON F,151CC TO 350 CC BIKE ,2
73,BAJAJ PULSAR 200 F,151CC TO 350 CC BIKE ,2
74,BAJAJ PULSAR 200 NS,PREMIUM BIKE,2
75,BAJAJ PULSAR 220F,PREMIUM BIKE,2
76,BAJAJ PULSAR RS 200,PREMIUM BIKE,2
77,BAJAJ V12,BELOW 150CC BIKE,2
78,BAJAJ V15,BELOW 150CC BIKE,2
79,BENELLI 302R,PREMIUM BIKE,2
80,BENELLI 402 S,PREMIUM BIKE,2
81,BENELLI 502 C,PREMIUM BIKE,2
82,BENELLI 752 S,PREMIUM BIKE,2
83,BENELLI IMPERIALE 400,PREMIUM BIKE,2
84,BENELLI LEONCINO,PREMIUM BIKE,2
85,BENELLI LEONCINO 250,PREMIUM BIKE,2
86,BENELLI LEONCINO 500,PREMIUM BIKE,2
87,BENELLI NOT IN LIST,PREMIUM BIKE,2
88,BENELLI TNT 1130 R,PREMIUM BIKE,2
89,BENELLI TNT 135,PREMIUM BIKE,2
90,BENELLI TNT 25,PREMIUM BIKE,2
91,BENELLI TNT 300,PREMIUM BIKE,2
92,BENELLI TNT 302,PREMIUM BIKE,2
93,BENELLI TNT 302 S,PREMIUM BIKE,2
94,BENELLI TNT 600 GT,PREMIUM BIKE,2
95,BENELLI TNT 600 I,PREMIUM BIKE,2
96,BENELLI TNT 899 ,PREMIUM BIKE,2
97,BENELLI TNT R,PREMIUM BIKE,2
98,BENELLI TRK 451,PREMIUM BIKE,2
99,BENELLI TRK 502,PREMIUM BIKE,2
100,BGAUSS A2,BUDGET ELECTRIC 2W,2
101,BGAUSS B8,BUDGET ELECTRIC 2W,2
102,BIG DOG MOTORCYCLES K9 RED CHOPPER,PREMIUM BIKE,2
103,BMW F 750 GS,PREMIUM BIKE,2
104,BMW F 850 GS,PREMIUM BIKE,2
105,BMW G 310 GS,PREMIUM BIKE,2
106,BMW G 310 R,PREMIUM BIKE,2
107,BMW K 1300 R,PREMIUM BIKE,2
108,BMW K 1300 S,PREMIUM BIKE,2
109,BMW K 1600 B,PREMIUM BIKE,2
110,BMW K 1600 GT,PREMIUM BIKE,2
111,BMW K 1600 GTL,PREMIUM BIKE,2
112,BMW NOT IN LIST,PREMIUM BIKE,2
113,BMW R 1200 GS,PREMIUM BIKE,2
114,BMW R 1200 GS ADVENTURE,PREMIUM BIKE,2
115,BMW R 1200 R,PREMIUM BIKE,2
116,BMW R 1200 RS,PREMIUM BIKE,2
117,BMW R 1200 RT,PREMIUM BIKE,2
118,BMW R 1250 GS,PREMIUM BIKE,2
119,BMW R 1250 GS ADVENTURE,PREMIUM BIKE,2
120,BMW R NINE T,PREMIUM BIKE,2
121,BMW R NINE T RACER,PREMIUM BIKE,2
122,BMW R NINE T SCRAMBLER,PREMIUM BIKE,2
123,BMW S 1000 R,PREMIUM BIKE,2
124,BMW S 1000 RR,PREMIUM BIKE,2
125,BMW S 1000 XR,PREMIUM BIKE,2
126,CARBERRY  DOUBLE BARREL,PREMIUM BIKE,2
127,CARBERRY  NOT IN LIST,PREMIUM BIKE,2
128,CF MOTO 300NK,PREMIUM BIKE,2
129,CF MOTO 650GT,PREMIUM BIKE,2
130,CF MOTO 650MT,PREMIUM BIKE,2
131,CF MOTO 650NK,PREMIUM BIKE,2
132,CF MOTO NOT IN LIST,PREMIUM BIKE,2
133,CLEVELAND CYCLEWORKS BIKES ACE CAFE,PREMIUM BIKE,2
134,CLEVELAND CYCLEWORKS BIKES ACE DELUXE 250,PREMIUM BIKE,2
135,CLEVELAND CYCLEWORKS BIKES ACE SCRAMBLER,PREMIUM BIKE,2
136,CLEVELAND CYCLEWORKS BIKES MISFIT,PREMIUM BIKE,2
137,CLEVELAND CYCLEWORKS BIKES NOT IN LIST,PREMIUM BIKE,2
138,DUCATI 1299 PANIGALE,PREMIUM BIKE,2
139,DUCATI 939 SUPERSPORT,PREMIUM BIKE,2
140,DUCATI 959 PANIGALE,PREMIUM BIKE,2
141,DUCATI DESERT SLED,PREMIUM BIKE,2
142,DUCATI DIAVEL,PREMIUM BIKE,2
143,DUCATI DIAVEL 1260,PREMIUM BIKE,2
144,DUCATI HYPERMOTARD 950,PREMIUM BIKE,2
145,DUCATI MONSTER,PREMIUM BIKE,2
146,DUCATI MONSTER 1200,PREMIUM BIKE,2
147,DUCATI MONSTER 797,PREMIUM BIKE,2
148,DUCATI MONSTER 821,PREMIUM BIKE,2
149,DUCATI MULTISTRADA,PREMIUM BIKE,2
150,DUCATI MULTISTRADA 1260,PREMIUM BIKE,2
151,DUCATI MULTISTRADA 950,PREMIUM BIKE,2
152,DUCATI NOT IN LIST,PREMIUM BIKE,2
153,DUCATI PANIGALE V4,PREMIUM BIKE,2
154,DUCATI SCRAMBLER,PREMIUM BIKE,2
155,DUCATI SCRAMBLER 1100,PREMIUM BIKE,2
156,DUCATI STREETFIGHTER,PREMIUM BIKE,2
157,DUCATI SUPER SPORT,PREMIUM BIKE,2
158,DUCATI SUPERBIKE,PREMIUM BIKE,2
159,DUCATI XDIAVEL,PREMIUM BIKE,2
160,EMFLUX NOT IN LIST,PREMIUM BIKE,2
161,EMFLUX ONE,PREMIUM BIKE,2
162,EVOLET DERBY,PREMIUM BIKE,2
163,EVOLET NOT IN LIST,PREMIUM BIKE,2
164,EVOLET POLO,PREMIUM BIKE,2
165,EVOLET PONY,PREMIUM BIKE,2
166,FB MONDIAL HPS300,PREMIUM BIKE,2
167,FB MONDIAL NOT IN LIST,PREMIUM BIKE,2
168,GEMOPAI ASTRID,BUDGET ELECTRIC 2W,2
169,GEMOPAI NOT IN LIST,BUDGET ELECTRIC 2W,2
170,HARLEY-DAVIDSON 1200 CUSTOM,PREMIUM BIKE,2
171,HARLEY-DAVIDSON 750,PREMIUM BIKE,2
172,HARLEY-DAVIDSON BREAKOUT,PREMIUM BIKE,2
173,HARLEY-DAVIDSON CVO LIMITED,PREMIUM BIKE,2
174,HARLEY-DAVIDSON DELUXE,PREMIUM BIKE,2
175,HARLEY-DAVIDSON FAT BOB,PREMIUM BIKE,2
176,HARLEY-DAVIDSON FAT BOY,PREMIUM BIKE,2
177,HARLEY-DAVIDSON FAT BOY ANNIVERSARY,PREMIUM BIKE,2
178,HARLEY-DAVIDSON FORTY EIGHT,PREMIUM BIKE,2
179,HARLEY-DAVIDSON FORTY EIGHT SPECIAL,PREMIUM BIKE,2
180,HARLEY-DAVIDSON HERITAGE CLASSIC,PREMIUM BIKE,2
181,HARLEY-DAVIDSON HERITAGE SOFTAIL CLASSIC,PREMIUM BIKE,2
182,HARLEY-DAVIDSON IRON 1200,PREMIUM BIKE,2
183,HARLEY-DAVIDSON IRON 883,PREMIUM BIKE,2
184,HARLEY-DAVIDSON LOW RIDER,PREMIUM BIKE,2
185,HARLEY-DAVIDSON NIGHT ROD SPECIAL,PREMIUM BIKE,2
186,HARLEY-DAVIDSON NOT IN LIST,PREMIUM BIKE,2
187,HARLEY-DAVIDSON ROAD GLIDE SPECIAL,PREMIUM BIKE,2
188,HARLEY-DAVIDSON ROAD KING,PREMIUM BIKE,2
189,HARLEY-DAVIDSON ROADSTER,PREMIUM BIKE,2
190,HARLEY-DAVIDSON STREET 750,PREMIUM BIKE,2
191,HARLEY-DAVIDSON STREET BOB,PREMIUM BIKE,2
192,HARLEY-DAVIDSON STREET GLIDE SPECIAL,PREMIUM BIKE,2
193,HARLEY-DAVIDSON STREET ROD,PREMIUM BIKE,2
194,HARLEY-DAVIDSON SUPER LOW,PREMIUM BIKE,2
195,HERO ACHIEVER,151CC TO 350 CC BIKE ,2
196,HERO AE-47,PREMIUM ELECTRIC 2W,2
197,HERO CBZ XTREME,151CC TO 350 CC BIKE ,2
198,HERO CD 100,BELOW 150CC BIKE,2
199,HERO CD DAWN,BELOW 150CC BIKE,2
200,HERO CD DELUXE,BELOW 150CC BIKE,2
201,HERO DARE,BUDGET SCOOTER,2
202,HERO DESTINI 125,BUDGET SCOOTER,2
203,HERO DUET,BUDGET SCOOTER,2
204,HERO E-DUET,BUDGET SCOOTER,2
205,HERO ELECTRIC A2B,BUDGET ELECTRIC 2W,2
206,HERO ELECTRIC AXLHE-20,BUDGET ELECTRIC 2W,2
207,HERO ELECTRIC CRUZ,BUDGET ELECTRIC 2W,2
208,HERO ELECTRIC FLASH,BUDGET ELECTRIC 2W,2
209,HERO ELECTRIC NOT IN LIST,BUDGET ELECTRIC 2W,2
210,HERO ELECTRIC NYX,BUDGET ELECTRIC 2W,2
211,HERO ELECTRIC NYX E5,BUDGET ELECTRIC 2W,2
212,HERO ELECTRIC OPTIMA DX,BUDGET ELECTRIC 2W,2
213,HERO ELECTRIC OPTIMA PLUS,BUDGET ELECTRIC 2W,2
214,HERO ELECTRIC PHOTON,BUDGET ELECTRIC 2W,2
215,HERO GLAMOUR,BELOW 150CC BIKE,2
216,HERO GLAMOUR XTEC,BELOW 150CC BIKE,2
217,HERO HF 100,BELOW 150CC BIKE,2
218,HERO HF DAWN,BELOW 150CC BIKE,2
219,HERO HF DELUXE,BELOW 150CC BIKE,2
220,HERO HF DELUXE ECO,BELOW 150CC BIKE,2
221,HERO HUNK,BELOW 150CC BIKE,2
222,HERO IGNITOR,BELOW 150CC BIKE,2
223,HERO IMPULSE ,BELOW 150CC BIKE,2
224,HERO IMPULSE 250,151CC TO 350 CC BIKE ,2
225,HERO KARIZMA,151CC TO 350 CC BIKE ,2
226,HERO KARIZMA ZMR,151CC TO 350 CC BIKE ,2
227,HERO MAESTRO EDGE,BUDGET SCOOTER,2
228,HERO MAESTRO EDGE 125,BUDGET SCOOTER,2
229,HERO NEW MAESTRO EDGE,BUDGET SCOOTER,2
230,HERO NEW MAESTRO EDGE 125,BUDGET SCOOTER,2
231,HERO NOT IN LIST,PREMIUM BIKE,2
232,HERO PASSION PRO,BELOW 150CC BIKE,2
233,HERO PASSION PRO 110,BELOW 150CC BIKE,2
234,HERO PASSION PRO TR,BELOW 150CC BIKE,2
235,HERO PASSION XPRO,BELOW 150CC BIKE,2
236,HERO PLEASURE,BELOW 150CC BIKE,2
237,HERO PLEASURE PLUS,BELOW 150CC BIKE,2
238,HERO PLEASURE PLUS XTEC,BUDGET SCOOTER,2
239,HERO SPLENDOR ISMART,BELOW 150CC BIKE,2
240,HERO SPLENDOR NXG,BELOW 150CC BIKE,2
241,HERO SPLENDOR PLUS,BELOW 150CC BIKE,2
242,HERO SPLENDOR PRO ,BELOW 150CC BIKE,2
243,HERO SPLENDOR PRO CLASSIC,BELOW 150CC BIKE,2
244,HERO SUPER SPLENDOR,BELOW 150CC BIKE,2
245,HERO XF3R,PREMIUM BIKE,2
246,HERO XPLUSE 200,151CC TO 350 CC BIKE ,2
247,HERO XPLUSE 200T,151CC TO 350 CC BIKE ,2
248,HERO XTREME ,151CC TO 350 CC BIKE ,2
249,HERO XTREME 160R,151CC TO 350 CC BIKE ,2
250,HERO XTREME 200R,151CC TO 350 CC BIKE ,2
251,HERO XTREME 200S,151CC TO 350 CC BIKE ,2
252,HERO XTREME SPORTS,BELOW 150CC BIKE,2
253,HONDA ACTIVA,BUDGET SCOOTER,2
254,HONDA ACTIVA 125,BUDGET SCOOTER,2
255,HONDA ACTIVA 5G,BUDGET SCOOTER,2
256,HONDA ACTIVA 6G,BUDGET SCOOTER,2
257,HONDA ACTIVA I,BUDGET SCOOTER,2
258,HONDA AVIATOR,BUDGET SCOOTER,2
259,HONDA CB 1000R PLUS,PREMIUM BIKE,2
260,HONDA CB 200X,PREMIUM BIKE,2
261,HONDA CB 300R,PREMIUM BIKE,2
262,HONDA CB 350,PREMIUM BIKE,2
263,HONDA CB 350 RS,PREMIUM BIKE,2
264,HONDA CB HORNET 160R,151CC TO 350 CC BIKE ,2
265,HONDA CB SHINE,BELOW 150CC BIKE,2
266,HONDA CB SHINE SP,BELOW 150CC BIKE,2
267,HONDA CB UNICORN 150,151CC TO 350 CC BIKE ,2
268,HONDA CB UNICORN 160,151CC TO 350 CC BIKE ,2
269,HONDA CB1100EX,PREMIUM BIKE,2
270,HONDA CB500X,PREMIUM BIKE,2
271,HONDA CB650R,PREMIUM BIKE,2
272,HONDA CBR 1000RR,PREMIUM BIKE,2
273,HONDA CBR 250R,PREMIUM BIKE,2
274,HONDA CBR650R,PREMIUM BIKE,2
275,HONDA CD 110 DREAM,BELOW 150CC BIKE,2
276,HONDA CLIQ,BUDGET SCOOTER,2
277,HONDA CRF 1000 L AFRICA TWIN,PREMIUM BIKE,2
278,HONDA DIO,BUDGET SCOOTER,2
279,HONDA DREAM NEO,BELOW 150CC BIKE,2
280,HONDA DREAM YUGA,BELOW 150CC BIKE,2
281,HONDA GOLD WING,PREMIUM BIKE,2
282,HONDA GRAZIA,BUDGET SCOOTER,2
283,HONDA GRAZIA 125,BUDGET SCOOTER,2
284,HONDA HORNET 2.0,151CC TO 350 CC BIKE ,2
285,HONDA LIVO,BELOW 150CC BIKE,2
286,HONDA MSX125GROM,BELOW 150CC BIKE,2
287,HONDA NAVI,BUDGET SCOOTER,2
288,HONDA NEW HORNET 2.0,151CC TO 350 CC BIKE ,2
289,HONDA NOT IN LIST,PREMIUM BIKE,2
290,HONDA RC213V,PREMIUM BIKE,2
291,HONDA REBEL300,PREMIUM BIKE,2
292,HONDA SP125,PREMIUM BIKE,2
293,HONDA VFR1200F,PREMIUM BIKE,2
294,HONDA VT1300CX,PREMIUM BIKE,2
295,HONDA X-ADV,PREMIUM BIKE,2
296,HONDA XBLADE,151CC TO 350 CC BIKE ,2
297,HUSQVARNA NOT IN LIST,PREMIUM BIKE,2
298,HUSQVARNA SVARTPILEN ,PREMIUM BIKE,2
299,HUSQVARNA VITPILEN,PREMIUM BIKE,2
300,HYOSUNG AQUILA 250,PREMIUM BIKE,2
301,HYOSUNG AQUILA GT250RC,PREMIUM BIKE,2
302,HYOSUNG AQUILA PRO,PREMIUM BIKE,2
303,HYOSUNG GD,PREMIUM BIKE,2
304,HYOSUNG GT250R,PREMIUM BIKE,2
305,HYOSUNG GT300 R,PREMIUM BIKE,2
306,HYOSUNG GT650N,PREMIUM BIKE,2
307,HYOSUNG GT650R,PREMIUM BIKE,2
308,HYOSUNG NOT IN LIST,PREMIUM BIKE,2
309,HYOSUNG ST7,PREMIUM BIKE,2
310,INDIAN MOTORCYCLES INDIAN CHIEF,PREMIUM BIKE,2
311,INDIAN MOTORCYCLES INDIAN CHIEF CLASSIC ,PREMIUM BIKE,2
312,INDIAN MOTORCYCLES INDIAN CHIEF DARK HORSE,PREMIUM BIKE,2
313,INDIAN MOTORCYCLES INDIAN CHIEF VINTAGE,PREMIUM BIKE,2
314,INDIAN MOTORCYCLES INDIAN CHIEFTAIN,PREMIUM BIKE,2
315,INDIAN MOTORCYCLES INDIAN CHIEFTAIN CLASSIC,PREMIUM BIKE,2
316,INDIAN MOTORCYCLES INDIAN CHIEFTAIN DARK HORSE,PREMIUM BIKE,2
317,INDIAN MOTORCYCLES INDIAN CHIEFTAIN ELITE,PREMIUM BIKE,2
318,INDIAN MOTORCYCLES INDIAN CHIEFTAIN LIMITED,PREMIUM BIKE,2
319,INDIAN MOTORCYCLES INDIAN FTR 1200 S,PREMIUM BIKE,2
320,INDIAN MOTORCYCLES INDIAN ROADMASTER,PREMIUM BIKE,2
321,INDIAN MOTORCYCLES INDIAN ROADMASTER CLASSIC,PREMIUM BIKE,2
322,INDIAN MOTORCYCLES INDIAN ROADMASTER ELITE,PREMIUM BIKE,2
323,INDIAN MOTORCYCLES INDIAN SCOUT,PREMIUM BIKE,2
324,INDIAN MOTORCYCLES INDIAN SCOUT BOBBER,PREMIUM BIKE,2
325,INDIAN MOTORCYCLES INDIAN SCOUT SIXTY,PREMIUM BIKE,2
326,INDIAN MOTORCYCLES INDIAN SPRINGFIELD  ,PREMIUM BIKE,2
327,INDIAN MOTORCYCLES INDIAN SPRINGFIELD DARK HORSE,PREMIUM BIKE,2
328,INDIAN MOTORCYCLES NOT IN LIST,PREMIUM BIKE,2
329,JAWA MOTORCYCLES 90TH ANNIVERSARY EDITION,PREMIUM BIKE,2
330,JAWA MOTORCYCLES JAWA,PREMIUM BIKE,2
331,JAWA MOTORCYCLES JAWA 42,PREMIUM BIKE,2
332,JAWA MOTORCYCLES NOT IN LIST,PREMIUM BIKE,2
333,JAWA MOTORCYCLES PERAK,PREMIUM BIKE,2
334,KAWASAKI ER-6N,PREMIUM BIKE,2
335,KAWASAKI KLX 110,PREMIUM BIKE,2
336,KAWASAKI KLX 140,PREMIUM BIKE,2
337,KAWASAKI KLX 450 R,PREMIUM BIKE,2
338,KAWASAKI KX 100,PREMIUM BIKE,2
339,KAWASAKI KX 250,PREMIUM BIKE,2
340,KAWASAKI KX 450 F,PREMIUM BIKE,2
341,KAWASAKI NINJA 1000,PREMIUM BIKE,2
342,KAWASAKI NINJA 300,PREMIUM BIKE,2
343,KAWASAKI NINJA 400,PREMIUM BIKE,2
344,KAWASAKI NINJA 650,PREMIUM BIKE,2
345,KAWASAKI NINJA H2 ,PREMIUM BIKE,2
346,KAWASAKI NINJA H2 SX,PREMIUM BIKE,2
347,KAWASAKI NINJA ZX-10R,PREMIUM BIKE,2
348,KAWASAKI NINJA ZX-14R,PREMIUM BIKE,2
349,KAWASAKI NINJA ZX-6R,PREMIUM BIKE,2
350,KAWASAKI NOT IN LIST,PREMIUM BIKE,2
